0000	Ausgabe Ende
460F	Bank1,Nockenwellenverstellung=>-N205Kurzschluss nach Masse
4610	Bank1,Nockenwellenverstellung=>-N205Unterbrechung
4611	NockenwellenverstellungKurzschluss nach Plus
4612	NockenwellenverstellungKurzschluss nach Masse
4613	NockenwellenverstellungUnterbrechung
4614	Leerlaufregelung MagerbetriebDrehzahl unter Sollwert
4615	Bank2,Nockenwellenverstellung=>-N208elektr.Fehler im Stromkreis
4616	Bank2,Nockenwellenverstellung=>-N208Kurzschluss nach Plus
4617	Bank2,Nockenwellenverstellung=>-N208Kurzschluss nach Masse
4618	Bank2,Nockenwellenverstellung=>-N208Unterbrechung
4619	Kraftstoffabschaltventil-N109Fehlfunktion
461A	Kraftstoffabschaltventil-N109Unterbrechung/Kurzschluss nach Masse
461B	Kupplungspedalschalter -F36unplausibles Signal
461C	Fahrzeug-GeschwindigkeitssignalSignal zu gross
461D	Kraftstoffpumpenrelais-J17Unterbrechung
461E	Winkelgeber fuer DK-Antrieb-G187unplausibles Signal
461F	Winkelgeber fuer DK-Antrieb-G187Signal zu klein
4620	Winkelgeber fuer DK-Antrieb-G187Signal zu gross
4621	DrosselklappensteuerungFehlfunktion
4622	Magnetventil fuer Ladedruckbegrenzung-N75 Kurzschluss nach Plus
4623	Magnetventil fuer Ladedruckbegrenzung-N75Kurzschluss nach Masse
4624	Magnetventil fuer Ladedruckbegrenzung-N75Unterbrechung
4625	Magnetventil fuer Ladedruckbegrenzung-N75Unterbrechung/Kurzschluss nach Masse
4626	LadedruckRegeldifferenz
4627	Hoehengeber-F96Kurzschluss nach Plus
4628	Hoehengeber-F96Unterbrechung/Kurzschluss nach Masse
4629	Signal Hoehengeber/Saugrohrdruckunplausibles Verhaeltnis
462A	Drosselklappensteuereinheit# -J338Bedingungen f.Grundeinstellung n.erfuellt
462B	maximaler Ladedruck ueberschritten
462C	LadedruckregelungRegelgrenze unterschritten
462D	LadedruckregelungRegelgrenze ueberschritten
462E	Drosselklappenantrieb-G186elektr.Fehler im Stromkreis
462F	Drosselklappensteuereinheit-J338Fehler in Grundeinstellung
4630	maximale Motordrehzahl ueberschritten
4631	Mengensteller-N146Regeldifferenz
4632	Mengensteller-N146oberer Anschlagwert
4633	Mengensteller-N146unterer Anschlagwert
4634	Drosselklappensteuereinheit-J338Unterspannung bei Grundeinstellung
4635	Drosselklappensteuereinheit-J338unterer Anschlag wird nicht erreicht
4636	Lastsignal vom Klimakompressorunplausibles Signal
4637	Lastsignal vom Klimakompressorkein Signal
4638	Drosselklappensteuereinheit -J338mechanischer Fehler
4639	Schalter fuer GRA-E45unplausibles Signal
463A	Motorsteuergeraet gesperrt
463B	Ventil links fuer Motorlagerung -N144Kurzschluss nach Plus
463C	Ventil links fuer Motorlagerung -N144Kurzschluss nach Masse
463D	Ventil links fuer Motorlagerung -N144Unterbrechung
463E	Ventil links fuer Motorlagerung -N144elektr. Fehler im Stromkreis
463F	Ventil rechts fuer Motorlagerung -N145Kurzschluss nach Plus
4640	Ventil rechts fuer Motorlagerung -N145Kurzschluss nach Masse
4641	Ventil rechts fuer Motorlagerung -N145Unterbrechung
4642	Ventil rechts fuer Motorlagerung -N145elektr. Fehler im Stromkreis
4643	Drosselklappensteuereinheit# -J338Adaption nicht gestartet
4644	Drosselklappenantrieb Bank 1Fehlfunktion
4645	Drosselklappensteuereinheit# -J338Grundeinstellung nicht durchgefuehrt
4646	LeerlaufregelungAdaptionsgrenze erreicht
4647	Ventile fuer Getriebelagerung-N262/263Kurzschluss nach Plus
4648	Ventile fuer Getriebelagerung-N262/263Kurzschluss nach Masse
4649	Ventile fuer Getriebelagerung-N262/263Unterbrechung
464A	Ventile fuer Motorlagerung -N144/145Kurzschluss nach Plus
464B	Ventile fuer Motorlagerung -N144/145Kurzschluss nach Masse
464C	Ventile fuer Motorlagerung -N144/145Unterbrechung
464D	Potentiometer Drehknopf Temperaturwahl-G267Kurschluss nach Masse
464E	Potentiometer Drehknopf Temperaturwahl-G267Unterbrechung
464F	Magnetventil fuer Ladedruckbegrenzung-N75keine Funktion
4650	Signal Hoehengeber/Ladedrucksensorunplausibles Verhaeltnis
4651	Hoehenadaption Signal ausserhalb Toleranz
4652	Geber fuer oeltemperatur, Nockenwellenverstellung-G277Kurzschluss nach Plus
4653	Geber fuer oeltemperatur, Nockenwellenverstellung-G277Unterbrechung/Kurzschluss nach Masse
4654	Datenbus-Antriebunplausible Botschaft vom Niveauregulierungs-SG-J197
4655	Datenbus-Antriebfehlende Botschaft vom Niveauregulierungs-SG-J197
4656	Geber fuer oeltemperatur, Nockenwellenverstellung-G277unplausibles Signal
4657	Leerlaufregelung MagerbetriebDrehzahl ueber Sollwert
4658	Spannungsversorgung Kl.15Spannung zu klein
4659	Relais fuer Spannungsvers.-Klemme 30-J317 unplausibles Signal
465A	Spannungsversorgung Kl.30Spannung zu klein
465B	Steuergeraet defekt
465C	Steuergeraet defekt
465D	Schlechtwege-/Beschleunigungssensorelektr.Fehler im Stromkreis
465E	Schlechtwegeinfo/Motorsollmom.vom ABS-SGelektr.Fehler im Stromkreis
465F	GeschwindigkeitssignalFehlermeldung vom Kombiinstrument
4660	LenkwinkelsignalFehlermeldung vom Lenkwinkelgeber
4661	Crashabschaltung wurde ausgeloest
4662	Steuergeraet defekt
4663	Anforderung Fehlerlampe einKurzschluss nach Masse
4664	Motorsteuergeraetfalsch codiert
4665	Anforderung Fehlerlampe einUnterbrechung/Kurzschluss nach Plus
4666	Anforderung Fehlerlampe einunplausibles Signal
4667	Geber fuer oeltemperatur -G8unplausibles Signal
4668	Kontrollampe fuer Vorgluehzeit-K29Kurzschluss nach Plus
4669	Kontrollampe fuer Vorgluehzeit-K29Unterbrechung/Kurzschluss nach Masse
466A	Relais fuer Gluehkerzen-J52Kurzschluss nach Plus
466B	Relais fuer Gluehkerzen-J52Unterbrechung/Kurzschluss nach Masse
466C	Signal fuer KuehlmitteltemperaturUnterbrechung/Kurschluss nach Plus
466D	Signal fuer Kuehlmitteltemperaturkurzschluss nach Masse
466E	Signal fuer Kuehlmitteltemperaturunplausibles Signal
466F	Datenbus-Antriebkeine Kommunikation
4670	Anforderung Fehlerlampe einaktiv
4671	Datenbus-Antriebunplausible Botschaft vom Getriebe-SG
4672	Datenbus-Antriebfehlende Botschaft vom Getriebe-SG
4673	Datenbus-Antriebfehlende Botschaft vom Einspritzpumpen-SG
4674	Datenbus-Antriebfehlende Botschaft vom Geber f. Lenkwinkel
4675	Datenbus-Antriebfehlende Botschaft vom ADR-SG
4676	Geber fuer Gaspedalstellung-G79Signal zu klein
4677	Geber fuer Gaspedalstellung-G79Signal zu gross
4678	Geber fuer Gaspedalstellung-G79Versorgungsspannung
4679	Geber 2 fuer Gaspedalstellung-G185Signal zu klein
467A	Geber 2 fuer Gaspedalstellung-G185Signal zu gross
467B	Datenbus Antriebfehlende Botschaft vom Klima-SG
467C	Datenbus Antriebfehlende Botschaft vom Airbag-SG
467D	Datenbus Antriebfehlende Botschaft von elektron. ZE
467E	Datenbus Antriebfehlende Botschaft vom Kupplungs-SG
467F	Geber 1/2 fuer Gaspedalstellung-G79+G185unplausibles Signal
4680	Steuergeraet defekt
4681	Bitte Fehlerspeicher desKlima-SG auslesen
4682	Bitte Fehlerspeicher desAirbag-SG auslesen
4683	Bitte Fehlerspeicher derelektron. ZE auslesen
4684	Bitte Fehlerspeicher des Kupplungs-SG auslesen
4685	Datenbus Antriebfehlende Botschaft von Allrad-Elektronik
4686	Bitte Fehlerspeicher derAllrad-Elektronik auslesen
4687	Codierung/Varianten der Steuergeraete im Antriebsstrang pruefen
4688	Datenbus Antriebdefekt
4689	Datenbus Antriebfehlende Botschaft vom ABS-SG
468A	Datenbus Antriebfehlende Botschaft vom Kombiinstrument
468B	Datenbus Antriebfehlende Botschaften
468C	Bitte Fehlerspeicher desGetriebe-SG auslesen
468D	Bitte Fehlerspeicher desABS-SG auslesen
468E	Bitte Fehlerspeicher desKombiinstrumentes auslesen
468F	Bitte Fehlerspeicher desADR-SG auslesen
4690	Klimaanlage Eingang/AusgangKurzschluss nach Masse
4691	Klimaanlage Eingang/AusgangKurzschluss nach Plus
4692	Datenbus-Antriebunplausible Botschaft vom ADR-SG
4693	Kuehlerluefteransteuerung 1Kurzschluss nach Plus
4694	Kuehlerluefteransteuerung 1Kurzschluss nach Masse
4695	Kuehlerluefteransteuerung 2Kurzschluss nach Plus
4696	Kuehlerluefteransteuerung 2Kurzschluss nach Masse
4697	Ansteuerung Ventile Pumpe/Duese Kurzschluss nach Plus
4698	Ansteuerung Ventile Pumpe/Duese Elektrischer Fehler im Stromkrreis
4699	Ansteuerung Ventile Pumpe/Duese mechanischer Fehler
469A	Ventil fuer Pumpe/Duese Zylinder 1-N240 elektrischer Fehler im Stromkreis
469B	Ventil fuer Pumpe/Duese Zylinder 2-N241 elektrischer Fehler im Stromkreis
469C	Ventil fuer Pumpe/Duese Zylinder 3-N242 elektrischer Fehler im Stromkreis
469D	Ventil fuer Pumpe/Duese Zylinder 4-N243 elektrischer Fehler im Stromkreis
469E	Ventil fuer Pumpe/Duese Zylinder 5-N244 elektrischer Fehler im Stromkreis
469F	Ventil fuer Pumpe/Duese Zylinder 6-N245 elektrischer Fehler im Stromkreis
46A0	Kuehlerluefteransteuerung 1Unterbrechung/Kurzschluss nach Masse
46A1	Geschwindigkeitssignal Fehlermeldung vom ABS Steuergeraet
46A2	Datenbus Antriebunplausible Botschaft vom Kombiinstrument
46A3	Datenbus-Antriebunplausible Botschaft vom Einspritzpumpen-SG
46A4	Fehlerlampe fuer elektr.Gasbetaetigung-K132elektr.Fehler im Stromkreis
46A5	Fehlerlampe fuer elektr.Gasbetaetigung-K132Kurzschluss nach Plus
46A6	Fehlerlampe fuer elektr.Gasbetaetigung-K132Kurzschluss nach Masse
46A7	Fehlerlampe fuer elektr.Gasbetaetigung-K132Unterbrechung
46A8	Resetfester Notlauf aktiv
46A9	Steuergeraete-ProgrammierungProgrammierung nicht beendet
46AA	Datenbus-Antriebunplausible Botschaft vom ABS-SG
46AB	Datenbus-Antriebunplausible Botschaft vom Airbag-SG
46AC	Steuergeraete-ProgrammierungFehler in Datenuebertragung
46AD	Datenbus Antriebunplausible Botschaft vom Geber fuer Lenkwinkel
46AE	Steuergeraet defektProgrammierungsfehler
46AF	Datenbus Antriebunplausible Botschaft vom Klima-SG
46B0	Datenbus Antriebunplausible Botschaft von Allrad-Elektronik
46B1	Datenbus Antriebunplausible Botschaft von elektron. ZE
46B2	Fehlerlampe fuer Eigendiagnose-K83elektr.Fehler im Stromkreis
46B3	Fehlerlampe fuer Eigendiagnose-K83Unterbrechung
46B4	Fehlerlampe fuer Eigendiagnose-K83Kurzschluss nach Masse
46B5	Fehlerlampe fuer Eigendiagnose-K83Kurzschluss nach Plus
46B6	Fehlerlampe fuer Eigendiagnose-K83Unterbrechung/Kurzschluss nach Masse
46B7	Datenbus Antriebunplausible Botschaft vom Kupplungs-SG
46B8	Datenbus Antriebunplausible Botschaft von Lenksaeulenelektronik
46B9	Bitte Fehlerspeicher des Gebers fuer Lenkwinkel auslesen
46BA	Bitte Fehlerspeicher der Lenksaeulenelektronik auslesen
46BB	Datenbus Antriebfehlende Botschaft von Lenksaeulenelektronik
46BC	Bremsdruckschalter-F270unplausibles Signal
46BD	
46BE	
46BF	
46C0	Kick-Down-Schalter-F8elektr.Fehler im Stromkreis
46C1	Gang-/uebersetzungsueberwachungAdaptionsgrenze erreicht
46C2	
46C3	
46C4	
46C5	
46C6	
46C7	Raddrehzahlsignal 1=>Fuehler vl-G47unplausibles Signal
46C8	
46C9	
46CA	
46CB	
46CC	Raddrehzahlsignal 2=>Fuehler vr-G45unplausibles Signal
46CD	
46CE	
46CF	
46D0	
46D1	Raddrehzahlsignal 3=>Fuehler hl-G46unplausibles Signal
46D2	
46D3	Signal fuer AnlasssperreUnterbrechung
46D4	Signal fuer AnlasssperreKurzschluss nach Masse
46D5	
46D6	Raddrehzahlsignal 4=>Fuehler hr-G44unplausibles Signal
46D7	
46D8	Unterschiedliche Raederdrehzahlenunplausibles Signal
46D9	Signal fuer AnlasssperreKurzschluss nach Plus
46DA	
46DB	
46DC	
46DD	Schalter fuer Tiptronic, zurueck-F189Kurzschluss nach Masse
46DE	
46DF	
46E0	
46E1	
46E2	
46E3	Schalter fuer Tiptronic, hoch-F189 Kurzschluss nach Masse
46E4	Kupplungstemperaturueberwachung
46E5	Kupplungsdruckadaption Adaptionsgrenze erreicht
46E6	Kupplungsmomentenadaption Adaptionsgrenze erreicht
46E7	Kupplungsschlupfueberwachung Signal zu gross
46E8	Schalter fuer Tiptronic, Erkennung-F189 Kurzschluss nach Masse
46E9	Versorgungsspannung fuer Magnetventile Kurzschluss nach Plus
46EA	Versorgungsspannung fuer Magnetventileelektr.Fehler im Stromkreis
46EB	Versorgungsspannung fuer MagnetventileUnterbrechung/Kurzschluss nach Masse
46EC	Steuergeraet defekt
46ED	Steuergeraet fuer Automatikgetriebefalsche Codierung
46EE	SpannungsversorgungSpannung zu klein
46EF	SpannungsversorgungSpannung zu gross
46F0	Spannungsversorgungunplausibles Signal
46F1	Schalter fuer Tiptronik,-F189unplausibles Signal
46F2	Schalter fuer Tiptronik, hoch-F189Unterbrechung/ Kurzschluss nach Plus
46F3	Schalter fuer Tiptronik, zurueck-F189Unterbrechung/ Kurzschluss nach Plus
46F4	Schalter fuer Tiptronik, Erkennung-F189Unterbrechung/ Kurzschluss nach Plus
46F5	SpannungsversorgungUnterbrechung
46F6	Spannungsversorgung Klemme 15Unterbrechung
46F7	
46F8	Schaltsperre=>Magnet-N110elektr.Fehler im Stromkreis
46F9	Schaltsperre=>Magnet-N110Kurzschluss nach Masse
46FA	Schaltsperre=>Magnet-N110Kurzschluss nach Plus
46FB	Schaltsperre=>Magnet-N110Unterbrechung
46FC	Getriebetemperaturueberwachung
46FD	Geber 2 fuer Hydraulikdruck-G194 Adaptionsgrenze erreicht
46FE	Drosselklappensignal vom Motor-SGUnterbrechung/Kurzschluss nach Plus
46FF	Drosselklappensignal vom Motor-SGKurzschluss nach Masse
4700	Geber 2 fuer Hydraulikdruck-G194Signal zu gross
4701	Geber 2 fuer Hydraulikdruck-G194Signal zu klein
4702	Lastsignal vom Motor-SGunplausibles Signal
4703	Lastsignal vom Motor-SGUnterbrechung/Kurzschluss nach Plus
4704	Lastsignal vom Motor-SGKurzschluss nach Masse
4705	Geber 1 fuer Hydraulikdruck-G193Signal zu gross
4706	Geber 1 fuer Hydraulikdruck-G193Signal zu klein
4707	Geber 1 fuer Hydraulikdruck-G193Adaptionsgrenze erreicht
4708	Geber 1 fuer Hydraulikdruck# -G193unplausibles Signal
4709	Geber 2 fuer Hydraulikdruck# -G194unplausibles Signal
470A	Ventil 7elektr.Fehler im Stromkreis
470B	
470C	
470D	Signal fuer DrehmomentreduzierungUnterbrechung/Kurzschluss nach Masse
470E	Signal fuer DrehmomentreduzierungKurzschluss nach Plus
470F	
4710	Hoch-/RueckschaltleitungUnterbrechung/Kurzschluss nach Masse
4711	Hoch-/RueckschaltleitungKurzschluss nach Plus
4712	Signal fuer RueckfahrlichtUnterbrechung
4713	Signal fuer RueckfahrlichtKurzschluss nach Masse
4714	Signal fuer RueckfahrlichtKurzschluss nach Plus
4715	LeerlaufdrehzahlbeeinflussungFehlermeldung vom Motor-SG
4716	Signal fuer WaehlbereichsanzeigeUnterbrechung
4717	Signal fuer WaehlbereichsanzeigeKurzschluss nach Masse
4718	Signal fuer WaehlbereichsanzeigeKurzschluss nach Plus
4719	Geber 2 fuer Getriebeausg.-drehzahl-G196kein Signal
471A	
471B	Signal fuer FahrgeschwindigkeitUnterbrechung
471C	Signal fuer FahrgeschwindigkeitKurzschluss nach Masse
471D	Signal fuer FahrgeschwindigkeitKurzschluss nach Plus
471E	Geber 2 fuer Getriebeausg.-drehzahl-G196unplausibles Signal
471F	Geber 2 fuer Getriebeausg.-drehzahl-G196Drehzahl zu hoch
4720	Ventil fuer Hydrauliksteller-N331elektrischer Fehler im Stromkreis
4721	SignaltonansteuerungKurzschluss nach Plus
4722	Kupplungspedalschalter-F194unplausibles Signal
4723	Planetennachschaltstufemechanischer Fehler
4724	Weggeber fuer Hydrauliksteller-G302elektrischer Fehler im Stromkreis
4725	Weggeber fuer Hydrauliksteller-G302oberer Grenzwert ueberschritten
4726	Weggeber fuer Hydrauliksteller-G302unterer Grenzwert unterschritten
4727	Weggeber fuer Hydrauliksteller-G302keine oder falsche Grundeinstellung/Adaption
4728	Weggeber fuer Hydrauliksteller-G302unplausibles Signal
4729	Hydraulikpumpe fuer Nachschaltstufe-V190elektrischer Fehler im Stromkreis
472A	
472B	
472C	
472D	Druckregelventil 1-N215elektr.Fehler im Stromkreis
472E	Druckregelventil 1-N215Unterbrechung/Kurzschluss nach Masse
472F	Druckregelventil 1-N215Kurzschluss nach Plus
4730	
4731	
4732	Druckregelventil 2-N216elektr.Fehler im Stromkreis
4733	Druckregelventil 2-N216Unterbrechung/Kurzschluss nach Masse
4734	Druckregelventil 2-N216Kurzschluss nach Plus
4735	
4736	
4737	Druckregelventil 3-N217elektr.Fehler im Stromkreis
4738	Druckregelventil 3-N217Unterbrechung/Kurzschluss nach Masse
4739	Druckregelventil 3-N217Kurzschluss nach Plus
473A	
473B	
473C	Druckregelventil 4-N218elektr.Fehler im Stromkreis
473D	Druckregelventil 4-N218Unterbrechung/Kurzschluss nach Masse
473E	Druckregelventil 4-N218Kurzschluss nach Plus
473F	
4740	
4741	
4742	Druckregelventil 5-N233Unterbrechung/Kurzschluss nach Masse
4743	Druckregelventil 5-N233Kurzschluss nach Plus
4744	
4745	
4746	
4747	
4748	
4749	Motor-/GetriebesteuergeraetVarianten passen nicht zusammen
474A	Bitte Fehlerspeicher desKombiinstrumentes auslesen
474B	Bitte Fehlerspeicher desADR-SG auslesen
474C	Bitte Fehlerspeicher derelektron. ZE auslesen
474D	Bitte Fehlerspeicher derLenksaeulenelektronik-J527 auslesen
474E	
474F	Bitte Fehlerspeicher desABS-SG auslesen
4750	Bitte Fehlerspeicher desMotor-SG auslesen
4751	Bitte Fehlerspeicher desGetriebe-SG auslesen
4752	Datenbus-Antriebfehlende Botschaft vom Motor-SG
4753	Datenbus-Antriebfehlende Botschaft vom ABS-SG
4754	Datenbus-Antriebunplausible Botschaft vom Motor-SG
4755	Datenbus-Antriebunplausible Botschaft vom ABS-SG
4756	Datenbus-Antriebdefekt
4757	Datenbus-AntriebSoftwarestandsueberwachung
4758	Drosselklappenpotentiometer-G69Fehlermeldung vom Motor-SG
4759	LastsignalFehlermeldung vom Motor-SG
475A	Drehzahlsignal vom Motor-SGFehlermeldung vom Motor-SG
475B	Bremslichtschalter-FFehlermeldung vom Motor-SG
475C	Kick-Down-Schalter-F8Fehlermeldung vom Motor-SG
475D	Geber fuer Gaspedalstellung -G79Fehlermeldung vom Motorsteuergeraet
475E	Datenbus Antriebfehlende Botschaft vom Kombiinstrument
475F	Datenbus Antriebfehlende Botschaft vom Geber fuer Lenkwinkel
4760	Datenbus Antriebfehlende Botschaft vom ADR-SG
4761	Datenbus Antriebfehlende Botschaft der elektron. ZE
4762	Datenbus Antriebfehlende Botschaften
4763	Datenbus Antriebfehlende Botschaften der Lenksaeulenelektronik-J527
4764	
4765	
4766	
4767	
4768	
4769	
476A	
476B	
476C	
476D	
476E	
476F	 
4770	
4771	
4772	
4773	
4774	
4775	
4776	
4777	
4778	
4779	
477A	
477B	
477C	
477D	
477E	
477F	
4780	
4781	
4782	
4783	
4784	Kuehlerluefteransteuerung 2Unterbrechung/Kurzschluss nach Masse
4785	Steuergeraet fuer Kuehlerluefternachlauf-J138Kurzschluss nach Plus
4786	Steuergeraet fuer Kuehlerluefternachlauf-J138Unterbrechung/Kurzschluss nach Masse
4787	Ventil fuer Luefter Kuehlmittel-N313Kurzschluss nach Plus
4788	Ventil fuer Luefter Kuehlmittel-N313Unterbrechung/Kurzschluss nach Masse
4789	Relais fuer Pumpe Ladeluftkuehlung-J536Kurzschluss nach Plus
478A	Relais fuer Pumpe Ladeluftkuehlung-J536Unterbrechung/Kurzschluss nach Masse
478B	Datenbus Motor/Motordefekt
478C	Datenbus Motor/MotorSoftwarestandsueberwachung
478D	Datenbus Motor/Motorfehlende Botschaft vom Motorsteuergeraet 1
478E	Datenbus Motor/Motorfehlende Botschaft vom Motorsteuergeraet 2
478F	Synchronisationsleitung Motor/Motorelektr. Fehler im Stromkreis
4790	Drucksensor fuer Bremskraftverstaerker-G294Unterbrechung/Kurzschluss nach Plus
4791	Drucksensor fuer Bremskraftverstaerker-G294Kurzschluss nach Masse
4792	Drucksensor fuer Bremskraftverstaerker-G294Unplausibles Signal
4793	Relais fuer Kuehlmittelnachlauf-J151Kurzschluss nach Plus
4794	Relais fuer Kuehlmittelnachlauf-J151Kurzschluss nach Masse
4795	Relais fuer Kuehlmittelnachlauf-J151Unterbrechung
4796	Belastungssignal von Generatorkl. DFUnterbrechung/Kurzschluss nach Plus
4797	Belastungssignal von Generatorkl. DFKurzschluss nach Masse
4798	Ventile fuer Motorlagerung -N144/145Unterbrechung/Kurzschluss nach Masse
4799	Temperaturfuehler 2 fuer Aussentemperatur-G249Kurzschluss nach Masse
479A	Temperaturfuehler 2 fuer Aussentemperatur-G249Unterbrechung/Kurzschluss nach Plus
479B	Bitte Fehlerspeicher vonMotorsteuergeraet 2 auslesen
479C	Steuergeraetepincodierungunplausibles Signal
479D	Relais fuer Kuehlmittelzusatzpumpe-J496Kurzschluss nach Plus
479E	Relais fuer Kuehlmittelzusatzpumpe-J496Kurzschluss nach Masse
479F	Relais fuer Kuehlmittelzusatzpumpe-J496Unterbrechung
47A0	Wegfahrsperrenabfrage noch nicht durchgefuehrt
47A1	Luefter fuer Kuehlmittel-V7Unterbrechung
47A2	Luefter 2 fuer Kuehlmittel-V177Unterbrechung
47A3	Steuergeraet fuer Luefter fuer Kuehlmittel-J293Fehlfunktion
47A4	
47A5	
47A6	
47A7	
47A8	
47A9
47AA
47AB
47AC
47AD
47AE
47AF
47B0
47B1
47B2
47B3
47B4
47B5
47B6
47B7
47B8
47B9
47BA
47BB
47BC
47BD
47BE
47BF
47C0
47C1
47C2
47C3
47C4
47C5
47C6
47C7
47C8
47C9
47CA
47CB
47CC
47CD
47CE
47CF
47D0
47D1
47D2
47D3
47D4
47D5
47D6
47D7
47D8
47D9	
47DA	
47DB	
47DC	
47DD	
47DE	
47DF	
47E0
47E1
47E2
47E3
47E4
47E5
47E6
47E7
4C00	Kontrollampe fuer Vorgluehzeit-K29Fehlermeldung vom Kombiinstrument
4C01	Arbeitsdrehzahlregelung Regeldifferenz
4C02	Kick-Down-Schalter-F8unplausibles Signal
4C03	Relais fuer kleine Heizleistung-J359Kurzschluss nach Plus
4C04	Relais fuer kleine Heizleistung-J359Unterbrechung/Kurzschluss nach Masse
4C05	Relais fuer grosse Heizleistung-J360Kurzschluss nach Plus
4C06	Relais fuer grosse Heizleistung-J360Unterbrechung/Kurzschluss nach Masse
4C07	Nockenwellenpos.-sensor-G40kein Signal
4C08	Nockenwellenpos.-sensor-G40Signal ausserhalb der Toleranz
4C09	Relais fuer Pumpe, Kraftstoffkuehlung-J445 Kurschluss nach Plus
4C0A	Relais fuer Pumpe, Kraftstoffkuehlung-J445 Unterbrechung/Kurschluss nach Masse
4C0B	Relais fuer elektr. Kraftstoffpumpe 2-J49 Kurschluss nach Plus
4C0C	Relais fuer elektr. Kraftstoffpumpe 2-J49 Unterbrechung/Kurschluss nach Masse
4C0D	Ventil 2 fuer Ladedruckbegrenzung-N274Kurzschluss nach Plus
4C0E	Ventil 2 fuer Ladedruckbegrenzung-N274Unterbrechung/Kurzschluss nach Masse
4C0F	Ventil fuer Kraftstoff-Bypass-N312Kurzschluss nach Plus
4C10	Ventil fuer Kraftstoff-Bypass-N312Unterbrechung/Kurzschluss nach Masse
4C11	Ventil fuer Abgasklappe 1-N321Kurzschluss nach Plus
4C12	Ventil fuer Abgasklappe 1-N321Kurzschluss nach Masse
4C13	Ventil fuer Abgasklappe 1-N321Unterbrechung
4C14	Ventil fuer Abgasklappe 1-N321elektrischer Fehler im Stromkreis
4C15	Ventil fuer Abgasklappe 2-N322Kurzschluss nach Plus
4C16	Ventil fuer Abgasklappe 2-N322Kurzschluss nach Masse
4C17	Ventil fuer Abgasklappe 2-N322Unterbrechung
4C18	Ventil fuer Abgasklappe 2-N322elektrischer Fehler im Stromkreis
4C19	Winkelgeber 1 fuer DK-Antrieb 2-G297unplausibles Signal
4C1A	Winkelgeber 1 fuer DK-Antrieb 2-G297Signal zu klein
4C1B	Winkelgeber 1 fuer DK-Antrieb 2-G297Signal zu gross
4C1C	Winkelgeber 2 fuer DK-Antrieb 2-G298unplausibles Signal
4C1D	Winkelgeber 2 fuer DK-Antrieb 2-G298Signal zu klein
4C1E	Winkelgeber 2 fuer DK-Antrieb 2-G298Signal zu gross
4C1F	Drosselklappenantrieb 2-G296elektr.Fehler im Stromkreis
4C20	Drosselklappensteuereinheit 2-J544Fehler in Grundeinstellung
4C21	Geber 2 fuer Ansauglufttemp.-G299Signal zu klein
4C22	Geber 2 fuer Ansauglufttemp.-G299Signal zu gross
4C23	Drosselklappensteuereinheit 2-J544mechanischer Fehler
4C24	Drosselklappensteuereinheit 2-J544Unterspannung bei Grundeinstellung
4C25	Drosselklappensteuereinheit 2-J544Adaption nicht gestartet
4C26	Drosselklappensteuereinheit 2-J544unterer Anschlag wird nicht erreicht
4C27	Getriebeanforderung Momentenreduzierungunplausibel
4C28	Getriebeuebersetzung unplausibel
4C29	Datenbus Antrieb unplausible Motortemperaturbotschaft vom Kombi
4C2A	Heizungsregelung unplausibles Signal
4C2B	
4C2C	
4C2D	
4C2E	
4C2F	
4C30	
4C31
4C32
4C33
4C34
4C35
4C36
4C37
4C38
4C39
4C3A
4C3B
4C3C
4C3D
4C3E
4C3F
4C40
4C41
4C42
4C43
4C44
4C45
4C46
4C47
4C48
4C49
4C4A
4C4B
4C4C
4C4D
4C4E
4C4F
4C50
4C51
4C52
4C53
4C54
4C55
4C56
4C57
4C58
4C59
4C5A
4C5B
4C5C
4C5D
4C5E
4C5F
4C60
4C61	
4C62	
4C63	
4C64	Motor fuer Saugrohklappe-V157 Kurzschluss nach Plus
4C65	Motor fuer Saugrohrklappe-V157 Unterbrechung/Kurzschluss nach Masse
4C66	Motor fuer Saugrohrklappe-V157 kein Signal
4C67	Motor fuer Saugrohrklappe-V157 defekt
4C68	Umschaltventil fuer Saugrohrklappe-N239 Kurzschluss nach Plus
4C69	Umschaltventil fuer Saugrohrklappe-N239 Unterbrechung/Kurzschluss nach Masse
4C6A	Ventil fuer Pumpe/Duese Zylinder 7-N303 Unplausibles Signal
4C6B	Ventil fuer Pumpe/Duese Zylinder 7-N303 Regelgrenze ueberschritten
4C6C	Ventil fuer Pumpe/Duese Zylinder 7-N303Regelgrenze unterschritten
4C6D	Ventil fuer Pumpe/Duese Zylinder7-N303 elektrischer Fehler im Stromkreis
4C6E	Ventil fuer Pumpe/Duese Zylinder 8-N304 Unplausibles Signal
4C6F	Ventil fuer Pumpe/Duese Zylinder 8-N304 Regelgrenze ueberschritten
4C70	Ventil fuer Pumpe/Duese Zylinder 8-N304Regelgrenze unterschritten
4C71	Ventil fuer Pumpe/Duese Zylinder 8-N304 elektrischer Fehler im Stromkreis
4C72	Ventil fuer Pumpe/Duese Zylinder 9-N305 Unplausibles Signal
4C73	Ventil fuer Pumpe/Duese Zylinder 9-N305 Regelgrenze ueberschritten
4C74	Ventil fuer Pumpe/Duese Zylinder 9-N305Regelgrenze unterschritten
4C75	Ventil fuer Pumpe/Duese Zylinder 9-N305 elektrischer Fehler im Stromkreis
